,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25
Hawaiian,-0.003415,-0.414336,-0.053928,-0.045543,0.140642,0.029562,-0.00517,-0.011076,-0.022498,-0.020957,0.040272,0.003597,-0.005798,0.001239,0.012758,0.013657,0.000261,0.011022,0.005531,-0.007379,0.000125,-0.026585,-0.003944,-0.003615,-0.058677
Hazara,0.066017,-0.162282,-0.003771,0.000517,-0.040561,0.004351,0.007755,0.005954,-0.012435,-0.004957,-0.022637,-0.002937,0.0022,-0.003688,0.003529,0.003606,-0.005737,0.002103,0.004399,7e-04,-0.007936,-0.001805,-0.005965,-0.000627,0.002179
Hazara_Afghanistan,0.068294,-0.149621,-0.009176,0.010336,-0.042469,0.006322,0.001802,0.005231,-0.010158,-0.00328,-0.018945,-0.00055,0.000644,-0.005092,0.005429,0.007779,-0.000478,0.000633,0.003394,-0.003126,-0.00549,-0.000453,-0.00645,-8e-05,-0.00012
Hezhen,0.029594,-0.438709,0.05076,-0.048773,-0.022404,-0.01863,0.011939,0.013015,0.000736,0.012246,-0.045631,-0.003777,0.004876,-0.002532,-0.006705,-0.003978,-0.004668,0.002939,0.008472,0.006778,0.006638,-0.014987,-0.006853,0.005398,-0.001126
Ho,0.005475,-0.228156,-0.174535,0.110574,-0.004001,0.065433,-0.006312,0.011164,0.07918,0.049829,0.022286,0.00476,-0.004573,0.013946,-0.022355,-0.024352,0.013548,-0.003957,-0.00434,0.028144,3e-05,0.018866,-0.006162,0.010931,0.006039
Htin_Mal,0.008081,-0.414133,-0.065996,-0.04367,0.137472,0.065121,-0.007708,-0.006161,-0.008017,-0.01108,0.058135,0.006759,-0.008994,0.003785,0.004072,-0.00301,0.005711,-0.003129,-0.001672,0.012581,-0.013576,0.017744,-0.000481,0.002711,0.035051
Huichol,0.053497,-0.311768,0.115776,0.102068,-0.110482,-0.010877,-0.270497,-0.324217,-0.012476,-0.020593,-0.002111,-3e-04,0.003122,0.022432,-0.011129,0.000265,0.008084,0.00076,0.005656,-0.001876,0.000873,0.003462,-0.004437,0.004699,0.008143
Hungarian,0.127076,0.129625,0.055356,0.03643,0.03638,0.011933,0.006614,0.007533,0.00206,-0.004673,-0.001473,-0.002719,0.003855,0.008749,-0.004372,0.000123,-8.4e-05,-0.000389,0.002649,-0.001322,-0.003378,0.001387,0.005529,0.002694,0.000479
Icelandic,0.132698,0.133626,0.067819,0.05631,0.039366,0.022962,0.003349,0.008519,0.002642,6.1e-05,-0.005481,0.00517,-0.006368,-0.009083,0.023072,0.005293,-0.011691,0.001911,0.001739,0.003887,0.009255,0.002803,-0.000842,0.014018,0.000828
Igbo,-0.63058,0.063978,0.021496,0.018088,0.001385,0.011016,-0.031491,0.040614,-0.0452,0.033623,0.004141,-0.001424,0.017839,0.002477,0.00509,-0.004972,0.008279,0.004181,0.00308,0.001563,-6.2e-05,0.000371,-0.002588,0.001145,-0.002455
Igorot,0.019187,-0.447994,-0.045632,-0.068153,0.143631,0.063308,-0.003189,-0.014472,-0.0284,-0.022545,0.049482,0.002976,-0.008516,-0.003165,0.01301,0.008543,-0.005681,0.007366,0.012247,-0.014703,0.004367,-0.035736,-0.003944,-0.010105,-0.071816
Indonesian_Bali,0.009645,-0.393598,-0.083264,-0.030141,0.140707,0.058479,-0.004812,-0.010979,-0.009871,-0.019068,0.081647,0.007509,-0.008114,0.003013,0.006186,0.002017,-0.001276,-0.000173,0.002322,0.007122,-0.012701,0.000143,-0.010307,0.000507,0.011446
Indonesian_Java,0.011599,-0.403697,-0.079321,-0.034454,0.141829,0.066044,-0.004667,-0.013087,-0.010947,-0.018658,0.084048,0.007765,-0.009592,0.007091,0.005765,0.002412,-0.00118,-0.001822,0.000257,0.011738,-0.014011,0.002349,-0.013393,0.001429,0.020893
Ingrian,0.129758,0.090044,0.08988,0.07569,0.033032,0.025844,0.009949,0.012999,-0.000614,-0.026546,0.003194,-0.009891,0.014618,0.005688,-0.002941,0.002696,-0.001608,-0.000591,-0.004358,0.004961,0.004035,0.000165,0.007477,0.002008,0.003034
Ingushian,0.11075,0.09942,-0.029453,-0.015439,-0.03496,5.6e-05,0.009306,-0.004477,-0.056796,-0.028465,9.7e-05,0.008303,-0.01549,-0.001982,0.01121,-0.013842,0.000991,-0.002179,-0.006951,0.014457,0.00559,0.002943,0.002083,0.000277,-0.000216
Iranian_Bandari,0.056342,0.076165,-0.087681,0.005383,-0.058062,0.014456,0.000862,-0.001731,-0.022907,-0.019044,0.002057,-0.00055,0.004732,-0.003303,0.011061,0.019513,-0.006085,0.005891,0.004504,-0.017196,0.000749,-0.010758,0.002486,-0.009439,0.005888
Iranian_Fars,0.088515,0.095638,-0.063867,-0.024092,-0.04609,0.000755,0.00441,-0.005212,-0.028585,-0.014825,0.000783,-0.001058,0.00474,-0.00255,0.004551,0.0118,-0.005415,0.00152,0.001967,-0.008938,-0.000404,-0.00336,0.001291,-0.004437,0.004064
Iranian_Jew,0.09283,0.132132,-0.064529,-0.064241,-0.032108,-0.014502,0.000601,-0.004513,-0.012067,-0.002632,0.006351,-0.002681,0.011331,-4.6e-05,-0.001885,0.009708,-0.005882,0.002829,0.005838,-0.011631,-4.2e-05,-0.000934,-0.003862,-0.000469,0.000506
Iranian_Lor,0.087871,0.106631,-0.067391,-0.035207,-0.04647,-0.006665,0.004959,-0.004084,-0.027836,-0.012647,0.00354,-0.000914,0.003627,-0.000771,0.005415,0.009613,-0.003912,0.004117,0.005996,-0.010893,-0.00146,-0.005008,-0.002071,-0.005941,0.005748
Iranian_Mazandarani,0.08992,0.101959,-0.078969,-0.021189,-0.058749,0.005912,0.007614,-0.005054,-0.041375,-0.021267,-0.001364,-0.001888,-7.4e-05,0.001156,0.005592,0.010713,-0.006376,0.003281,0.004198,-0.014019,-0.000911,-0.007691,-0.001553,-0.005374,0.005041
Iranian_Seyyed,0.081384,0.091804,-0.067052,-0.025097,-0.045639,-0.001255,0.003713,-0.003969,-0.025688,-0.016128,0.000942,-0.004901,0.007106,-0.003372,0.005836,0.013285,-0.005254,0.002673,0.001534,-0.007341,0.001472,-0.002448,0.001072,-0.006109,0.004922
Iranian_Zoroastrian,0.091628,0.107784,-0.063219,-0.022522,-0.045365,0.004044,0.001859,-0.005318,-0.028373,-0.01684,-0.000251,0.000361,0.004365,-0.004942,0.007125,0.013554,-0.003526,0.002885,0.001731,-0.008771,-0.003222,-0.003766,0.000678,-0.003489,0.005367
Iraqi,0.0473,0.119832,-0.061135,-0.056346,-0.029988,-0.01506,-0.003473,-0.002974,-0.002591,-0.00492,0.006387,-0.006095,0.016501,0.001024,0.00101,0.009517,-0.009822,0.002266,0.004469,-0.000111,0.001068,0.000563,-0.00204,0.000522,0.001637
Iraqi_Jew,0.089161,0.140481,-0.066499,-0.075744,-0.023081,-0.020452,-0.000862,-0.008153,-0.011044,-0.001397,0.00387,-0.004546,0.011472,0.006812,-0.007646,0.008088,-0.004933,-0.000591,0.003142,-0.011401,0.000395,-0.00373,-0.003348,-0.003836,0.001996
Iraqw,-0.354559,0.085812,-0.021307,-0.056364,0.000154,-0.029284,-0.000823,-0.011999,0.106352,-0.076813,-0.007226,-0.006294,-0.008622,-0.000138,0.01934,-0.019955,0.017471,0.010832,0.004274,-0.007253,-0.001061,0.005688,0.001294,-0.003675,0.002694
Irish,0.133404,0.134874,0.061088,0.048254,0.038339,0.018899,0.003,0.004774,0.003132,0.002725,-0.00714,0.005606,-0.014376,-0.013928,0.025348,0.004821,-0.011072,0.002205,0.00075,0.001339,0.005174,0.001225,-0.000356,0.014767,0.001066
Irula,0.015935,-0.14776,-0.185129,0.128861,-0.054595,0.056894,-0.003983,0.015184,0.076195,0.050242,-0.000292,0.000809,-0.000282,0.009221,-0.017684,-0.017608,0.010463,-0.000728,-0.001358,0.020441,0.005883,0.007091,-0.005448,0.004211,-0.006688
Italian_Abruzzo,0.112685,0.148801,-0.000675,-0.034765,0.016116,-0.01255,0.000779,-0.002283,0.003789,0.020813,0.000513,0.003668,-0.005633,-0.003904,-0.00615,-0.001466,0.00186,0.000267,0.003361,-0.003693,-0.003809,0.001334,0.000889,0.001706,-0.000964
Italian_Aosta_Valley,0.12697,0.146084,0.039258,0.004748,0.036976,-0.001548,0.002409,0.002804,0.010226,0.021959,-0.004766,0.004931,-0.014725,-0.010356,0.007499,0.006258,0.005189,-0.000285,0.003375,-0.000538,0.002926,0.001948,-0.000918,0.00814,-6e-05
Italian_Apulia,0.110712,0.148267,-0.003771,-0.040138,0.015839,-0.015116,-0.000956,-0.001615,0.002795,0.02069,-0.000227,0.003877,-0.006472,0.001193,-0.008107,-0.003898,0.001669,6e-04,0.002749,-0.005152,-0.00381,0.001962,0.001758,0.001438,-0.000567
Italian_Basilicata,0.10927,0.146687,-0.004986,-0.040519,0.013267,-0.015339,0.001044,-0.001667,0.00434,0.019236,0,0.003031,-0.007103,-0.00078,-0.009063,-0.001576,0.005882,-0.000324,0.003366,-0.005127,-0.001886,0.002239,0.002301,0.002691,0.000346
Italian_Bergamo,0.12384,0.150705,0.030698,-0.011757,0.036191,-0.002677,0.001081,0.001708,0.010758,0.027663,-0.001397,0.006804,-0.012844,-0.006276,-0.003474,-0.004163,-0.000365,0.000659,0.005154,-0.005553,-0.001048,-2.5e-05,-0.00419,0.003784,0.000958
Italian_Calabria,0.10282,0.146236,-0.011942,-0.04662,0.012515,-0.011713,-0.002428,-0.003154,0.0045,0.021504,0.000433,0.002798,-0.0055,-0.000963,-0.009636,-0.005259,0.006823,0.000971,0.005154,-0.003043,-0.00262,-0.002391,-0.000164,0.003776,0.00012
Italian_Campania,0.1078,0.148013,-0.008909,-0.043619,0.013746,-0.016153,-0.000451,-0.002269,0.004193,0.022202,0.000785,0.002335,-0.005061,-0.001709,-0.006645,-0.000785,0.002776,-0.000259,0.002587,-0.004028,-0.004087,0.00185,0.001058,0.001968,0.000289
Italian_Jew,0.094928,0.145627,-0.018667,-0.056493,0.011294,-0.024542,-0.003995,-0.002792,0.012885,0.019135,0.004514,0.00021,0.002156,-0.002876,-0.00661,-0.001233,-0.0012,-0.001052,-0.001119,-0.003589,-0.003906,-0.001546,-0.000123,0.002362,0.002874
Italian_Lazio,0.114677,0.152583,0.006694,-0.035046,0.021312,-0.011574,0.002468,0.000519,0.006852,0.023463,0.001299,0.002847,-0.007656,-0.007088,-0.006854,0.004143,-0.000228,-0.000507,0.001823,-0.005065,-0.002745,0.00337,-0.00037,-0.000361,-0.000479
Italian_Liguria,0.113823,0.146236,0.027153,-0.011951,0.029236,-0.002231,0.00235,0.001154,0.009613,0.025331,-0.009743,0.002847,-0.013082,0.001101,-0.001086,-0.012463,-0.00665,-0.00038,0.003771,0.00075,-0.00025,0.000989,0.003944,0.000723,0.000599
Italian_Lombardy,0.124522,0.147861,0.027982,-0.01376,0.032745,-0.007753,0.000658,0,0.01039,0.029923,-0.002501,0.008932,-0.014361,-0.004707,-0.000869,-0.007876,-0.008345,0.001774,0.003444,-0.004102,-0.002246,0.001237,-0.000666,0.003061,0.000838
Italian_Marche,0.117665,0.148204,0.008603,-0.02905,0.02137,-0.010354,0.000646,-0.003115,0.006136,0.02131,-0.000589,0.004384,-0.008548,-0.001694,-0.003283,-0.002329,-0.000383,0.001259,0.002695,-0.003322,-0.000967,0.002458,0.000639,0.003728,-0.001669
Italian_Molise,0.112685,0.146744,0.00132,-0.033431,0.015541,-0.013247,0.004465,-0.003,0.00225,0.019408,0.003735,0.003372,-0.008102,-0.002684,-0.007125,-0.003116,0.005085,0.001837,0.002325,-0.008004,-0.001373,0.004513,-0.000801,0.003555,0.00012
Italian_Northeast,0.125612,0.143552,0.035611,0.00173,0.035435,0.002032,0.003173,0.002044,0.006881,0.015946,-0.002366,0.004774,-0.008389,-0.000374,-0.004576,0.00036,0.004023,0.000887,0.003834,-0.002599,-0.00353,0.000433,-0.001796,0.00457,0.000359
Italian_Piedmont,0.121335,0.147353,0.020892,-0.0146,0.029267,-0.005885,0.002844,0.000162,0.007465,0.024128,-0.000227,0.006354,-0.009886,-0.004514,-0.001574,-0.002705,0.001121,0.000899,0.002175,-0.003827,-0.00257,0.001855,-0.002403,0.003832,-0.001497
Italian_Trentino-Alto-Adige,0.125043,0.145946,0.034641,-0.003507,0.037238,-0.003387,0.003357,0.003,0.011307,0.023873,-0.003016,0.00501,-0.013443,-0.002831,-0.000523,-0.001875,0.000596,0.001665,0.004274,-0.003019,-0.001426,0.002809,-0.000511,0.000637,-0.003678
Italian_Tuscany,0.118604,0.148742,0.013602,-0.0205,0.026159,-0.009055,-0.00047,-0.001385,0.007499,0.023897,-0.000227,0.005455,-0.011863,-0.004597,-0.00238,-0.000292,0.004033,0.000481,0.003846,-0.002393,-0.001206,0.002465,-0.001044,0.00388,-0.001589
Italian_Umbria,0.117111,0.147477,0.007794,-0.027994,0.020038,-0.009172,-0.000862,-0.00241,0.005227,0.025918,-0.000379,0.005395,-0.010158,-0.005321,-0.002488,0.000575,0.006954,0.000591,0.001061,-0.002334,-0.003411,0.000756,0.000315,0.003039,-0.001091
Italian_Veneto,0.125632,0.148267,0.030311,-0.006157,0.034276,-0.000453,0.002042,0.002005,0.010034,0.023042,-0.002233,0.005489,-0.010536,-0.003819,-0.002697,0.000953,0.00348,0.001956,0.002852,-0.004229,-0.000998,0.002859,-0.000131,0.001318,-0.002148
Itelmen,0.043822,-0.382516,0.114708,0.026594,-0.111046,-0.047737,-0.030747,-0.030768,0.005761,-0.006712,0.033804,-0.00025,0.007309,-0.02663,-0.030741,-0.01569,-0.00389,0.017652,0.041774,0.020864,0.035916,-0.062094,0.011544,0.021027,0.029917
Iyer,0.053098,-0.0458,-0.143645,0.101164,-0.07266,0.05727,0.001246,0.009911,0.029278,0.016556,-0.003313,-0.001049,-0.000788,-0.000523,0.001724,0.003162,0.001812,-8.9e-05,0.000528,-0.003108,0.001348,-0.00217,-0.000259,0.001368,-0.001653
Jamatia,0.019224,-0.364124,-0.051163,-0.009026,0.040589,0.035605,0.002246,0.001282,0.009931,0.011552,-0.029519,-0.003522,0.005591,0.001017,-0.006892,-0.005606,0.003701,-0.002126,-0.007402,0.00915,-0.003875,0.023721,0.002061,0.001245,0.034328
Japanese,0.022955,-0.445479,0.013074,-0.059109,0.036212,0.009343,0.003525,0.000577,-0.006511,0.010661,-0.074049,-0.007468,0.011546,-0.007065,-0.011061,-0.004464,0.000304,0.003589,0.001676,-0.009254,0.027036,-0.01659,0.004909,0.003374,-0.041972
Jarawa,-0.021982,-0.243028,-0.132416,0.098697,0.032372,-0.004584,-0.01012,0.006505,0.054697,0.023805,0.022806,0.002735,-0.004153,0.010356,-0.010807,-0.011444,0.009453,-0.001908,-0.006222,0.028678,-0.00464,0.011136,-0.01234,0.002267,0.004985
Jatt_Pathak,0.085367,0.015233,-0.073916,0.083334,-0.055703,0.044065,-0.00188,0.008077,-0.005318,-0.012574,-0.000487,0.000899,0.002676,-0.015276,0.016694,0.013789,-0.005215,0.00152,0.000126,-0.004627,-0.007861,-0.007543,0.003081,0.00482,0.005029
Jehai,-0.007968,-0.31126,-0.112193,0.037145,0.08894,0.033606,-0.009048,-0.005769,0.025565,0.00246,0.056268,0.002098,-0.006987,0.007844,-0.006786,-0.006762,0.004172,-0.003294,-0.009113,0.022448,-0.011729,0.01422,-0.01368,0.008254,0.015448
Jordanian,0.048944,0.131206,-0.047442,-0.07442,-0.012618,-0.027276,-0.004935,-0.003231,0.014889,0.000838,0.006463,-0.008722,0.015996,-0.000936,-0.001113,0.009812,0.000104,0.000887,-0.002011,0.004227,0.001622,0.002893,-0.001134,0.002506,-0.002443
Ju_hoan_North,-0.616466,0.060119,0.021194,0.028424,0.002585,-0.003849,0.254141,-0.199192,0.024011,0.007909,0.003248,-0.072356,-0.02551,0.00867,0.028393,-0.032166,0.046156,0.410218,-0.136408,0.003877,-0.055602,-0.005169,0.012621,-0.004483,0.002898
Juang,0.003415,-0.263022,-0.156882,0.093993,0.017849,0.063587,-0.00799,0.012692,0.077515,0.04811,0.037512,0.003597,-0.004162,0.024084,-0.024701,-0.026253,0.003129,-0.003801,-0.005656,0.032265,0.003494,0.022999,-0.010106,0.010845,0.015567
Kaba,-0.620336,0.06144,0.01697,0.011628,0.000462,0.009203,-0.031844,0.030576,-0.017794,0.003189,-0.003491,0.006444,0.005649,0.000275,0.005768,-0.002387,0.008866,-0.003927,-0.000126,-0.004315,-0.000686,0.002226,-0.000493,0.000602,-0.002754
Kabardin,0.108448,0.082088,-0.022544,-0.01633,-0.028433,-0.001627,0.008669,-0.003179,-0.043711,-0.02122,-0.002346,0.007393,-0.01518,0.004595,0.004139,-0.016861,0.004926,-0.003259,-0.0072,0.011561,0.004492,0.000591,0.003081,-0.006159,-0.001317
Kadar,0.009277,-0.155325,-0.18543,0.132834,-0.054564,0.054328,-0.005652,0.015934,0.082761,0.053723,0.00216,-0.00039,-0.00078,0.012214,-0.021892,-0.017979,0.013997,-0.000405,-0.002432,0.023142,0.006782,0.010164,-0.005109,0.005507,-0.0077
Kaitag,0.114535,0.108535,-0.018337,0.01292,-0.0402,0.011051,0.004759,-0.005942,-0.05604,-0.040388,-0.00207,0.008149,-0.010871,-0.005144,0.016948,-0.004077,-0.00546,-0.002407,-0.00066,0.004361,0.000764,0.000989,0.007611,0.009595,-0.001691
Kalash,0.083556,0.024973,-0.084167,0.066391,-0.07165,0.039983,0.00297,0.002056,-0.030744,-0.025256,-0.005691,-0.000525,-0.00273,-0.011004,0.016724,0.008697,-0.013951,0.002044,0.00064,-0.012876,-0.003817,-0.005306,0.003048,-0.003429,0.003495
Kalmyk,0.048261,-0.3335,0.061244,-0.023321,-0.047024,-0.026606,0.016075,0.01583,0.000777,0.008529,-0.031958,-0.003387,-0.002081,0.002064,0.002389,0.00183,-0.002921,0.002584,0.006159,0.011956,-0.018118,-0.008037,-0.014716,-0.001446,0.001581
Kamboj,0.075434,0.013572,-0.098737,0.064806,-0.066754,0.042366,0.002756,0.003398,-0.007976,-0.008101,-0.003764,0.000245,-0.000581,-0.007469,0.008415,0.010113,-0.004326,-0.000979,0.001383,-0.00905,-0.002099,-0.004384,0.001972,-0.00103,0.002373
Kamboj_o,0.04477,-0.074472,-0.151225,0.112189,-0.075604,0.063773,-0.002663,0.013692,0.048677,0.03177,-0.006333,0.000699,-0.002329,0.00367,-0.008777,-0.014187,-0.00239,-0.000633,4.2e-05,0.004085,0.000333,0.002556,0.000904,0.003053,-0.006746
Kanjar,0.048565,-0.067025,-0.147957,0.115958,-0.075091,0.064424,0.000862,0.009769,0.040019,0.021929,-0.006874,0.001149,-0.001933,-0.003119,0,-0.011182,-0.000435,-0.00114,-0.000545,0.000667,0.001913,-0.002473,0.006491,-0.00478,-0.013971
Karachay,0.106018,0.082354,-0.026434,-0.016842,-0.033339,-0.001474,0.007677,-0.000758,-0.048083,-0.024116,-0.004872,0.006716,-0.016919,0.001094,0.004472,-0.017073,0.006122,-0.003976,-0.007644,0.01462,0.004219,0.001578,5.3e-05,-0.006576,-0.002024
Karaite_Egypt,0.077969,0.142682,-0.047329,-0.072837,-0.009232,-0.02022,-0.001528,-0.002308,-0.00092,0.006105,0.006008,-0.007943,0.010927,0.004954,-0.006379,-0.00126,-0.009257,-0.003611,-0.001131,-0.000375,-0.005677,-0.000309,-0.002342,0.002289,-6e-05
Karakalpak,0.069313,-0.182689,0.040927,-0.005746,-0.034695,-0.01095,0.011045,0.011076,-0.006147,-0.003712,-0.019991,-0.002256,0.001025,-0.002463,0.001907,0.001298,-0.00057,-0.000807,0.000999,0.006957,-0.011795,-0.004165,-0.008673,0.001357,-0.000132
Karelian,0.127309,0.076811,0.093286,0.080839,0.027557,0.022472,0.010248,0.015216,0.00176,-0.029412,0.005231,-0.011031,0.018929,0.00895,-0.00445,0.001326,-0.002375,-0.001409,-0.001844,0.003782,0.006466,-0.000974,0.001154,0.000697,0.003814
Karitiana,0.058809,-0.320061,0.118353,0.108367,-0.113662,-0.013619,-0.323061,-0.382484,-0.015373,-0.017343,0.000947,-0.002698,-0.001635,0.027318,-0.004569,0.00442,0.011017,0.002597,0.000105,-0.000354,-0.005532,0.010902,-0.005546,-0.00253,-0.006786
Kashmiri_Pandit,0.072847,-0.014217,-0.101823,0.076228,-0.074783,0.046575,0.00987,0.007384,-0.008795,-0.006378,-0.008607,-0.001499,0.001933,0.001376,0.0057,0.010209,0.001956,0.001014,0.003771,-0.009505,-0.007487,-0.008037,-0.000246,0.000482,0.000958
Kazakh,0.067611,-0.219354,0.044953,-0.006815,-0.036099,-0.013945,0.010528,0.011215,-0.006524,-0.001531,-0.022377,-0.002638,0.0011,-0.001239,0.001425,0.001498,0.000339,0.000418,0.001659,0.005915,-0.0139,-0.005948,-0.008405,0.00053,0.001138
Kazakh_China,0.053355,-0.283206,0.048931,-0.013849,-0.036545,-0.01635,0.012103,0.013586,-0.003119,-0.001731,-0.030448,-0.001536,-0.000279,-0.002924,0.005497,-0.000249,-0.001972,0.00019,0.002105,0.008363,-0.012166,-0.001886,-0.008165,-0.002952,0.000449
Ket,0.086506,-0.181577,0.116229,0.055104,-0.078415,-0.023483,0.006392,0.012046,0.004131,-0.024966,0.055699,-0.002758,0.018761,-0.066197,-0.018757,-0.009308,-0.003207,0.00451,0.009503,0.001926,-0.021587,0.033782,0.050137,-0.024509,-0.017747
Khakass,0.06458,-0.248911,0.07733,0.014314,-0.060627,-0.01939,0.006605,0.009267,-0.001432,-0.01197,-0.004393,-0.003202,0.002778,-0.021846,0.006422,-0.001012,-0.00969,-4e-05,0.006781,0.010683,-0.031484,0.007087,-0.004515,-0.002334,-0.005149
Khakass_Kachins,0.059188,-0.287104,0.078333,0.000554,-0.064935,-0.028925,0.012523,0.016318,0.001782,-0.000599,-0.007702,-0.00349,0.003058,-0.012819,0.000969,0.003466,0.001937,-0.003203,0.004202,0.010916,-0.020339,0.006607,-0.005212,-0.001566,-0.006894
Khamnegan,0.043822,-0.378183,0.081797,-0.027003,-0.06792,-0.041248,0.017179,0.023999,0.009326,0.01077,-0.015346,-0.001873,-0.0033,-0.000509,-0.000461,-0.001856,-0.00219,0.001191,0.012394,0.013894,-0.007986,-0.012946,-0.011832,-0.000639,0.004682
Khanty,0.08413,-0.178071,0.1123,0.061623,-0.082825,-0.022505,0.008644,0.013525,-0.000756,-0.033904,0.053602,-0.004939,0.021549,-0.072479,-0.02381,-0.013403,-0.005901,0.001939,-0.001804,-0.011897,-0.003798,0.024112,0.017689,-0.003091,-0.010293
Khatri,0.073386,0.003153,-0.105773,0.073202,-0.072872,0.046472,0.003686,0.004822,-0.006383,-0.00751,-0.005991,0.000465,-3.9e-05,-0.008069,0.009143,0.011263,-0.00162,0.000854,0.000132,-0.011743,-0.00157,-0.007042,0.002186,-0.001364,0.000996
Kho_Singanali,0.087644,0.005585,-0.07071,0.059755,-0.06832,0.035977,0.001293,0.001385,-0.017896,-0.020228,-0.003248,-0.003522,0.00223,-0.010872,0.009025,0.015911,-0.002217,0.00095,0.004777,-0.003627,-0.009483,-0.000866,0.001849,-0.005543,0.005389
Khomani_San,-0.622043,0.060424,0.02093,0.030039,-0.000462,0.000837,0.236773,-0.1823,0.018509,0.006743,0.00203,-0.053952,-0.021184,0.005505,0.018797,-0.021281,0.029662,0.262309,-0.087737,0.001751,-0.033191,-0.002844,0.003821,-0.005001,0.001676
Khonda_Dora,0.006829,-0.246774,-0.16895,0.095285,0.011694,0.072233,-0.007285,0.004846,0.071788,0.039727,0.034589,0.005095,-0.004906,0.017203,-0.019679,-0.02201,0.015255,-0.003041,-0.009804,0.032265,-0.004118,0.01929,-0.009244,0.016026,0.005628
Kikuyu,-0.497407,0.075657,-0.00132,-0.024144,-0.002462,-0.010946,-0.011692,0.013038,0.049597,-0.044785,-0.005684,0.001424,-0.017282,-0.000723,-0.000577,-0.001492,0.004922,0.005099,0.002451,-0.003377,0.003525,0.002288,0.003913,-0.001446,-0.001676
Kinh_Vietnam,0.017785,-0.434774,-0.038419,-0.057817,0.114137,0.056371,-0.001381,-0.009288,-0.016541,-0.00975,0.002213,-0.001218,0.002156,-0.006348,-0.001544,-0.000199,0.000212,0.000823,-0.004132,-0.008285,0.008953,0.006492,0.012094,9e-05,0.003353
Kirghiz,0.059947,-0.259298,0.0489,-0.012956,-0.038948,-0.014905,0.010758,0.011358,-0.006249,0.001762,-0.027949,-0.001649,0.001239,-0.003945,0.0019,-0.001488,-0.002347,0.001746,0.003659,0.009421,-0.013851,-0.007048,-0.011133,-0.001526,0.002355
Kirghiz_China,0.059188,-0.260835,0.042644,-0.010336,-0.038303,-0.013537,0.011425,0.013491,-0.003241,0.001079,-0.02953,-0.003032,0.00255,-0.004235,0.005794,0.002784,-0.004263,0.001637,0.003781,0.005705,-0.01242,-0.004956,-0.009699,-0.000538,0.000691
Kohistani,0.073757,-0.006499,-0.102464,0.068961,-0.074219,0.043702,0.003517,0.003138,-0.009626,-0.01094,-0.006809,0.00041,-0.001328,-0.007523,0.010876,0.010576,-0.001878,0.000473,0.000348,-0.009,-0.003972,-0.003825,0.00249,-0.002161,0.003848
Koinanbe,-0.043253,-0.243727,-0.261345,0.308466,0.21204,-0.508975,0.00094,0.004615,-0.041314,-0.014943,-0.019811,0.000749,0.000595,-0.000688,-0.000407,-0.000796,-0.006519,-0.003674,-0.000126,0.002751,0.001872,0.001484,0.004437,-0.000964,0.00012
Kol,0.050841,-0.071087,-0.152985,0.108959,-0.07386,0.064238,7.8e-05,0.012999,0.038246,0.025817,-0.003518,0.001449,-0.001685,-0.00211,-0.003619,-0.004199,0.006823,-0.001394,-0.003729,-0.002876,0.00262,0.002432,0.002794,0.00233,-0.003193
Komi,0.118718,0.030771,0.085041,0.068283,-0.004616,0.014168,0.009494,0.013084,-0.003088,-0.029814,0.009938,-0.008602,0.018226,-0.006221,-0.008768,-0.00476,-0.001473,-0.001444,-0.003959,-0.003964,0.001472,-0.001199,-0.000123,0.001205,0.000419
Kongo,-0.628304,0.064994,0.020365,0.017442,-0.000615,0.016176,-0.016451,0.020076,-0.033746,0.020228,0.008607,-0.003147,-0.001933,0.001514,-0.006786,0.00769,-0.009648,0.00114,0.001257,0.003502,-0.002496,-0.000989,0.001109,-0.001084,-0.006826
Korean,0.022727,-0.454653,0.018454,-0.064116,0.03933,0.011648,0.005476,0.003361,-0.00874,0.00636,-0.074574,-0.008947,0.010342,-0.00511,-0.008505,-0.002559,0.001286,0.002209,-0.000524,-0.00775,0.016908,-0.004394,0.007695,0.000538,-0.0174
Korwa,0.006513,-0.226801,-0.174083,0.112728,-0.009916,0.06399,-0.006515,0.010794,0.07806,0.04967,0.021282,0.003089,-0.004344,0.013311,-0.020283,-0.023181,0.008902,-0.00252,-0.003045,0.027013,0.00077,0.018067,-0.005587,0.00814,0.006919
Koryak,0.04348,-0.388135,0.119547,0.012468,-0.118791,-0.054384,-0.029329,-0.028291,0.008795,-0.001895,0.040142,-0.00015,-0.001457,-0.019185,-0.028664,-0.018244,-0.002764,0.016647,0.038338,0.022061,0.036486,-0.059526,0.009515,0.021714,0.032835
Kosipe,-0.043253,-0.242712,-0.255688,0.297807,0.205885,-0.491405,0.002585,0.004846,-0.03845,-0.012392,-0.01429,0.002997,0.00223,-0.005505,-0.00095,0.00305,-0.002868,0.001647,0.001131,-0.002501,0.002745,0.001237,0.001725,-0.004579,0.00491
Kshatriya,0.055773,-0.04299,-0.131615,0.103791,-0.070885,0.057637,0.001175,0.009923,0.028224,0.012757,-0.003843,-0.001798,-0.001734,-0.003211,-0.001402,0.001237,0.000869,0.000633,0.004902,-0.006253,-0.002745,-0.000948,-0.00037,0.005342,-0.001277
